ticket_id,customer_id,created_datetime,assigned_datetime,resolved_datetime,region,team,agent_id,shift,priority,issue_type,channel,sla_hours,first_response_hours,resolution_hours,sla_breach (Yes/No),breach_hours,escalated,reopened,status,backlog_flag,root_cause,bottleneck_stage,customer_satisfaction_score
T0870,C1445,24-03-2025 09:11,24-03-2025 09:45,27-03-2025 14:30,East,L1 Support,A111,Morning,Low,Login/Access,Phone,48,0.58,77.33,Yes,29.33,No,No,Resolved,No,High Complexity,Diagnosis,3
T0871,C1653,10-03-2025 08:24,10-03-2025 09:27,10-03-2025 23:27,West,Technical Ops,A121,Morning,Medium,Technical Bug,Email,24,1.06,15.06,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0872,C1187,21-02-2025 12:49,21-02-2025 14:41,23-02-2025 06:32,East,Account Ops,A119,Morning,Medium,Refund Request,Phone,24,1.87,41.73,Yes,17.73,Yes,No,Resolved,No,Incorrect Routing,Routing,4
T0873,C1098,04-03-2025 16:58,04-03-2025 18:30,05-03-2025 13:41,North,Technical Ops,A108,Afternoon,Critical,Data Correction,Email,4,1.54,20.73,Yes,16.73,No,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0874,C1334,03-01-2025 10:45,03-01-2025 10:58,04-01-2025 13:03,South,Technical Ops,A128,Morning,Medium,Technical Bug,Email,24,0.22,26.31,Yes,2.31,Yes,No,Resolved,No,Approval Dependency,Approval,3
T0875,C1249,18-04-2025 17:10,18-04-2025 21:32,19-04-2025 06:06,Central,Escalations,A111,Afternoon,Low,Refund Request,Chat,48,4.38,12.94,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0876,C1465,23-04-2025 11:13,23-04-2025 12:53,26-04-2025 03:50,Central,Account Ops,A125,Morning,Low,Payment Failure,Portal,48,1.68,64.63,Yes,16.63,No,No,Resolved,No,Approval Dependency,Approval,4
T0877,C1333,06-03-2025 10:12,06-03-2025 12:24,07-03-2025 02:45,East,L1 Support,A113,Morning,High,Account Update,Portal,8,2.21,16.56,Yes,8.56,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0878,C1119,22-03-2025 13:52,22-03-2025 14:05,,North,L1 Support,A103,Morning,Medium,Order Delay,Phone,24,0.22,,,,Yes,No,Pending,Yes,Incomplete Customer Information,Customer Response,
T0879,C1096,08-02-2025 13:42,08-02-2025 16:29,10-02-2025 23:10,North,Escalations,A116,Morning,Medium,Technical Bug,Phone,24,2.79,57.47,Yes,33.47,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0880,C1421,27-03-2025 14:40,27-03-2025 17:00,28-03-2025 07:20,East,Technical Ops,A115,Afternoon,High,Technical Bug,Chat,8,2.34,16.68,Yes,8.68,No,No,Closed,No,Incomplete Customer Information,Customer Response,4
T0881,C1521,12-03-2025 17:29,12-03-2025 19:35,13-03-2025 01:57,East,Billing Ops,A102,Afternoon,Medium,Subscription Change,Email,24,2.1,8.48,No,0,No,No,Resolved,No,No Major Delay,None,5
T0882,C1655,22-03-2025 13:13,22-03-2025 15:02,23-03-2025 08:52,Central,Technical Ops,A130,Morning,High,Technical Bug,Chat,8,1.83,19.65,Yes,11.65,No,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0883,C1898,28-02-2025 08:25,28-02-2025 10:10,02-03-2025 02:20,North,L1 Support,A111,Morning,Medium,Account Update,Email,24,1.75,41.92,Yes,17.92,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0884,C1737,20-04-2025 09:35,20-04-2025 12:32,21-04-2025 03:36,North,L1 Support,A131,Morning,Medium,Technical Bug,Email,24,2.96,18.02,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0885,C1491,15-02-2025 14:18,15-02-2025 15:13,16-02-2025 17:27,North,Technical Ops,A114,Afternoon,Medium,Data Correction,Phone,24,0.93,27.15,Yes,3.15,No,No,Resolved,No,Technical Dependency,Escalation,4
T0886,C1681,24-04-2025 09:03,24-04-2025 12:31,25-04-2025 01:33,North,Billing Ops,A114,Morning,Low,Subscription Change,Phone,48,3.47,16.5,No,0,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,5
T0887,C1875,11-04-2025 10:07,11-04-2025 11:16,11-04-2025 15:54,West,Technical Ops,A103,Morning,High,Account Update,Chat,8,1.16,5.79,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0888,C1500,09-02-2025 15:57,09-02-2025 17:40,10-02-2025 07:16,East,Technical Ops,A102,Afternoon,High,Technical Bug,Email,8,1.72,15.32,Yes,7.32,Yes,Yes,Resolved,No,High Complexity,Diagnosis,3
T0889,C1474,01-02-2025 14:08,01-02-2025 17:41,03-02-2025 06:54,East,Billing Ops,A104,Afternoon,Low,Subscription Change,Email,48,3.56,40.77,No,0,No,No,Resolved,No,No Major Delay,None,5
T0890,C1629,02-04-2025 13:35,02-04-2025 14:17,04-04-2025 09:35,East,Billing Ops,A123,Morning,Medium,Account Update,Phone,24,0.71,44.01,Yes,20.01,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0891,C1864,28-02-2025 12:17,28-02-2025 13:48,28-02-2025 22:42,East,Technical Ops,A106,Morning,Critical,Login/Access,Portal,4,1.52,10.42,Yes,6.42,No,No,Closed,No,High Complexity,Diagnosis,4
T0892,C1845,19-04-2025 17:13,19-04-2025 19:35,20-04-2025 05:16,East,Escalations,A113,Afternoon,Medium,Account Update,Chat,24,2.37,12.05,No,0,Yes,No,Resolved,No,Technical Dependency,Escalation,5
T0893,C1708,13-03-2025 09:22,13-03-2025 10:54,15-03-2025 02:32,South,Billing Ops,A112,Morning,Medium,Subscription Change,Phone,24,1.54,41.17,Yes,17.17,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0894,C1166,07-03-2025 17:55,07-03-2025 19:18,08-03-2025 01:52,South,Account Ops,A133,Afternoon,High,Refund Request,Portal,8,1.39,7.96,No,0,No,No,Resolved,No,No Major Delay,None,5
T0895,C1049,15-03-2025 12:56,15-03-2025 16:23,16-03-2025 12:17,North,Escalations,A109,Morning,Medium,Account Update,Portal,24,3.45,23.35,No,0,Yes,No,Resolved,No,Delayed Assignment,Assignment,5
T0896,C1961,01-04-2025 09:34,01-04-2025 11:37,02-04-2025 03:10,West,L1 Support,A122,Morning,Medium,Technical Bug,Email,24,2.06,17.61,No,0,No,No,Resolved,No,No Major Delay,None,5
T0897,C1473,24-04-2025 15:21,24-04-2025 20:06,25-04-2025 11:31,West,Escalations,A124,Afternoon,Low,Data Correction,Phone,48,4.76,20.18,No,0,Yes,No,Resolved,No,Technical Dependency,Escalation,4
T0898,C1508,01-03-2025 08:59,01-03-2025 10:48,02-03-2025 03:41,North,Technical Ops,A129,Morning,Medium,Technical Bug,Chat,24,1.83,18.7,No,0,No,No,Resolved,No,No Major Delay,None,5
T0899,C1344,06-03-2025 13:48,06-03-2025 15:55,08-03-2025 02:02,West,Account Ops,A102,Morning,Low,Payment Failure,Portal,48,2.13,36.24,No,0,No,No,Closed,No,Technical Dependency,Escalation,5
T0900,C1643,26-02-2025 15:36,26-02-2025 16:40,27-02-2025 04:19,North,Account Ops,A111,Afternoon,Medium,Subscription Change,Chat,24,1.08,12.72,No,0,No,No,Resolved,No,No Major Delay,None,5
T0901,C1128,27-03-2025 13:12,27-03-2025 17:19,28-03-2025 05:12,Central,Escalations,A101,Morning,Low,Refund Request,Phone,48,4.12,16,No,0,Yes,No,Closed,No,No Major Delay,None,4
T0902,C1927,08-01-2025 16:20,08-01-2025 19:22,11-01-2025 21:35,East,Billing Ops,A128,Afternoon,Low,Subscription Change,Email,48,3.04,77.25,Yes,29.25,No,No,Resolved,No,High Complexity,Diagnosis,4
T0903,C1978,30-03-2025 13:32,30-03-2025 14:51,31-03-2025 07:00,Central,Technical Ops,A129,Morning,High,Data Correction,Phone,8,1.32,17.47,Yes,9.47,Yes,No,Resolved,No,Approval Dependency,Approval,4
T0904,C1162,15-02-2025 13:50,15-02-2025 14:18,16-02-2025 10:23,North,Technical Ops,A132,Morning,High,Data Correction,Chat,8,0.48,20.55,Yes,12.55,No,No,Resolved,No,Technical Dependency,Escalation,4
T0905,C1342,11-01-2025 14:51,11-01-2025 15:14,12-01-2025 20:32,West,Billing Ops,A119,Afternoon,Medium,Account Update,Phone,24,0.39,29.69,Yes,5.69,No,No,Closed,No,Incorrect Routing,Routing,3
T0906,C1692,13-03-2025 16:00,13-03-2025 18:56,14-03-2025 03:19,East,Account Ops,A103,Afternoon,Medium,Order Delay,Phone,24,2.94,11.32,No,0,No,No,Resolved,No,High Complexity,Diagnosis,5
T0907,C1521,06-01-2025 14:31,06-01-2025 18:53,07-01-2025 05:25,Central,Escalations,A127,Afternoon,High,Login/Access,Email,8,4.37,14.91,Yes,6.91,Yes,No,Closed,No,Technical Dependency,Escalation,2
T0908,C1108,25-04-2025 15:08,25-04-2025 15:41,26-04-2025 10:41,East,Account Ops,A122,Afternoon,Medium,Refund Request,Chat,24,0.55,19.55,No,0,No,No,Resolved,No,No Major Delay,None,5
T0909,C1779,08-04-2025 16:57,08-04-2025 18:55,09-04-2025 22:26,East,L1 Support,A114,Afternoon,Low,Order Delay,Chat,48,1.98,29.49,No,0,No,No,Resolved,No,No Major Delay,None,5
T0910,C1174,14-02-2025 11:32,14-02-2025 14:11,16-02-2025 09:56,East,Technical Ops,A108,Morning,Medium,Login/Access,Email,24,2.65,46.4,Yes,22.4,Yes,No,Resolved,No,Delayed Assignment,Assignment,4
T0911,C1245,08-04-2025 12:04,08-04-2025 14:47,,North,Billing Ops,A109,Morning,Low,Payment Failure,Chat,48,2.73,,,,Yes,No,Pending,Yes,No Major Delay,None,
T0912,C1507,05-02-2025 16:29,05-02-2025 19:17,06-02-2025 23:45,North,Technical Ops,A110,Afternoon,Low,Data Correction,Chat,48,2.81,31.28,No,0,No,No,Resolved,No,No Major Delay,None,5
T0913,C1952,17-04-2025 17:03,17-04-2025 18:22,19-04-2025 16:59,South,L1 Support,A107,Afternoon,Low,Order Delay,Email,48,1.32,47.94,No,0,No,No,Resolved,No,No Major Delay,None,5
T0914,C1817,09-01-2025 17:23,09-01-2025 21:56,10-01-2025 04:45,Central,Escalations,A127,Afternoon,High,Login/Access,Email,8,4.55,11.38,Yes,3.38,Yes,Yes,Resolved,No,Delayed Assignment,Assignment,2
T0915,C1823,22-01-2025 10:05,22-01-2025 11:47,23-01-2025 18:09,West,L1 Support,A103,Morning,Medium,Login/Access,Email,24,1.71,32.08,Yes,8.08,No,No,Resolved,No,Technical Dependency,Escalation,4
T0916,C1147,09-01-2025 15:53,09-01-2025 17:02,12-01-2025 22:06,East,Billing Ops,A111,Afternoon,Low,Refund Request,Chat,48,1.15,78.23,Yes,30.23,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0917,C1656,19-01-2025 08:37,19-01-2025 10:05,19-01-2025 12:38,South,Account Ops,A118,Morning,Critical,Account Update,Email,4,1.48,4.02,Yes,0.02,No,No,Resolved,No,Delayed Assignment,Assignment,3
T0918,C1440,04-01-2025 10:17,04-01-2025 12:48,06-01-2025 00:50,South,Account Ops,A120,Morning,Medium,Refund Request,Portal,24,2.52,38.56,Yes,14.56,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0919,C1236,24-02-2025 16:43,24-02-2025 18:46,24-02-2025 23:50,East,Escalations,A117,Afternoon,Medium,Account Update,Chat,24,2.06,7.13,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0920,C1235,08-02-2025 08:03,08-02-2025 10:18,09-02-2025 15:45,North,Technical Ops,A109,Morning,Medium,Data Correction,Portal,24,2.26,31.71,Yes,7.71,Yes,No,Closed,No,High Complexity,Diagnosis,4
T0921,C1367,09-03-2025 14:20,09-03-2025 15:03,10-03-2025 01:46,West,Billing Ops,A108,Afternoon,High,Refund Request,Email,8,0.72,11.44,Yes,3.44,No,No,Closed,No,Incorrect Routing,Routing,4
T0922,C1124,12-04-2025 12:47,12-04-2025 14:26,,South,Technical Ops,A134,Morning,Low,Login/Access,Chat,48,1.66,,,,No,No,Pending,Yes,No Major Delay,None,
T0923,C1470,05-04-2025 10:52,05-04-2025 12:59,05-04-2025 15:52,North,L1 Support,A125,Morning,High,Account Update,Email,8,2.12,5.01,No,0,No,No,Resolved,No,No Major Delay,None,5
T0924,C1255,21-04-2025 16:27,21-04-2025 17:22,22-04-2025 01:59,West,Technical Ops,A106,Afternoon,Medium,Technical Bug,Email,24,0.92,9.54,No,0,No,No,Resolved,No,No Major Delay,None,5
T0925,C1824,26-03-2025 17:35,26-03-2025 19:43,27-03-2025 05:06,South,Billing Ops,A106,Afternoon,Medium,Subscription Change,Portal,24,2.14,11.52,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0926,C1563,18-02-2025 17:38,18-02-2025 18:52,20-02-2025 05:17,East,Technical Ops,A102,Afternoon,Low,Login/Access,Email,48,1.24,35.66,No,0,No,No,Resolved,No,No Major Delay,None,5
T0927,C1478,18-01-2025 11:32,18-01-2025 15:23,19-01-2025 09:31,North,Escalations,A133,Morning,High,Subscription Change,Chat,8,3.86,21.99,Yes,13.99,Yes,No,Closed,No,Technical Dependency,Escalation,2
T0928,C1997,07-02-2025 09:10,07-02-2025 12:08,07-02-2025 18:18,South,Billing Ops,A130,Morning,High,Subscription Change,Phone,8,2.98,9.14,Yes,1.14,Yes,Yes,Closed,No,Technical Dependency,Escalation,3
T0929,C1947,23-01-2025 11:03,23-01-2025 13:00,24-01-2025 02:16,East,Escalations,A104,Morning,High,Technical Bug,Chat,8,1.95,15.23,Yes,7.23,Yes,No,Resolved,No,Approval Dependency,Approval,4
T0930,C1429,05-04-2025 14:27,05-04-2025 17:24,,North,Escalations,A124,Afternoon,Medium,Login/Access,Email,24,2.96,,,,Yes,No,Pending,Yes,Agent Capacity Constraint,Resolution,
T0931,C1173,16-02-2025 15:46,16-02-2025 19:20,18-02-2025 11:04,East,Escalations,A122,Afternoon,Low,Order Delay,Phone,48,3.58,43.31,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0932,C1418,01-01-2025 16:25,01-01-2025 18:35,02-01-2025 03:10,North,Account Ops,A112,Afternoon,High,Refund Request,Chat,8,2.17,10.76,Yes,2.76,Yes,No,Closed,No,Delayed Assignment,Assignment,3
T0933,C1320,23-03-2025 11:23,23-03-2025 13:04,25-03-2025 09:28,East,L1 Support,A111,Morning,Low,Technical Bug,Chat,48,1.69,46.09,No,0,No,No,Resolved,No,No Major Delay,None,5
T0934,C1784,13-02-2025 14:53,13-02-2025 19:14,15-02-2025 02:30,East,Escalations,A108,Afternoon,Low,Order Delay,Email,48,4.35,35.62,No,0,Yes,No,Closed,No,No Major Delay,None,4
T0935,C1820,01-01-2025 14:14,01-01-2025 15:22,02-01-2025 00:15,Central,Technical Ops,A110,Afternoon,High,Data Correction,Phone,8,1.14,10.02,Yes,2.02,No,No,Resolved,No,Delayed Assignment,Assignment,3
T0936,C1121,06-01-2025 10:05,06-01-2025 12:44,06-01-2025 20:05,West,Technical Ops,A107,Morning,Medium,Login/Access,Phone,24,2.66,10.01,No,0,No,No,Closed,No,No Major Delay,None,5
T0937,C1618,13-01-2025 16:24,13-01-2025 16:45,13-01-2025 21:34,Central,L1 Support,A116,Afternoon,Medium,Login/Access,Chat,24,0.36,5.17,No,0,No,No,Resolved,No,No Major Delay,None,5
T0938,C1645,31-01-2025 09:48,31-01-2025 12:40,01-02-2025 12:07,North,Technical Ops,A131,Morning,Low,Login/Access,Chat,48,2.87,26.33,No,0,No,No,Resolved,No,No Major Delay,None,5
T0939,C1448,03-02-2025 09:37,03-02-2025 15:02,05-02-2025 02:54,South,Escalations,A104,Morning,Low,Subscription Change,Chat,48,5.42,41.29,No,0,Yes,Yes,Resolved,No,Approval Dependency,Approval,3
T0940,C1630,01-01-2025 15:08,01-01-2025 17:00,01-01-2025 23:21,South,Account Ops,A129,Afternoon,High,Refund Request,Chat,8,1.88,8.22,Yes,0.22,No,No,Resolved,No,Technical Dependency,Escalation,3
T0941,C1476,04-03-2025 09:34,04-03-2025 11:40,06-03-2025 20:11,South,Escalations,A125,Morning,Medium,Order Delay,Chat,24,2.1,58.62,Yes,34.62,Yes,No,Closed,No,Incomplete Customer Information,Customer Response,2
T0942,C1453,20-02-2025 10:10,20-02-2025 10:50,23-02-2025 13:29,North,Technical Ops,A109,Morning,Low,Technical Bug,Email,48,0.68,75.33,Yes,27.33,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0943,C1222,23-04-2025 10:05,23-04-2025 12:20,24-04-2025 04:46,West,Account Ops,A124,Morning,Medium,Account Update,Chat,24,2.26,18.69,No,0,No,No,Closed,No,Delayed Assignment,Assignment,5
T0944,C1109,30-03-2025 09:39,30-03-2025 10:28,30-03-2025 13:04,Central,Technical Ops,A114,Morning,High,Login/Access,Chat,8,0.82,3.42,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0945,C1238,10-01-2025 14:30,10-01-2025 16:50,11-01-2025 17:02,North,Technical Ops,A107,Afternoon,Medium,Technical Bug,Chat,24,2.34,26.54,Yes,2.54,No,No,Closed,No,Agent Capacity Constraint,Resolution,3
T0946,C1929,20-01-2025 15:32,20-01-2025 18:43,21-01-2025 11:56,North,Escalations,A127,Afternoon,High,Login/Access,Email,8,3.19,20.4,Yes,12.4,Yes,No,Closed,No,Delayed Assignment,Assignment,3
T0947,C1473,03-02-2025 10:24,03-02-2025 14:25,05-02-2025 08:17,South,Escalations,A107,Morning,Medium,Order Delay,Email,24,4.02,45.89,Yes,21.89,Yes,No,Resolved,No,High Complexity,Diagnosis,2
T0948,C1325,16-02-2025 14:51,16-02-2025 16:52,17-02-2025 04:01,North,Technical Ops,A133,Afternoon,Medium,Login/Access,Phone,24,2.03,13.17,No,0,No,No,Resolved,No,Technical Dependency,Escalation,5
T0949,C1528,11-02-2025 15:42,11-02-2025 16:02,12-02-2025 05:52,North,Account Ops,A120,Afternoon,High,Payment Failure,Chat,8,0.34,14.18,Yes,6.18,No,No,Resolved,No,Incorrect Routing,Routing,4
T0950,C1223,19-01-2025 15:04,19-01-2025 17:47,22-01-2025 07:19,West,Billing Ops,A125,Afternoon,Low,Subscription Change,Phone,48,2.72,64.25,Yes,16.25,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0951,C1618,08-03-2025 16:25,08-03-2025 18:15,10-03-2025 08:08,Central,Escalations,A102,Afternoon,Low,Account Update,Chat,48,1.84,39.73,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0952,C1260,02-02-2025 08:20,02-02-2025 10:53,03-02-2025 06:11,Central,L1 Support,A129,Morning,Low,Technical Bug,Phone,48,2.55,21.86,No,0,No,No,Resolved,No,No Major Delay,None,5
T0953,C1501,21-04-2025 14:47,21-04-2025 16:15,22-04-2025 02:03,Central,L1 Support,A112,Afternoon,High,Order Delay,Chat,8,1.48,11.28,Yes,3.28,Yes,Yes,Resolved,No,High Complexity,Diagnosis,2
T0954,C1598,06-02-2025 12:53,06-02-2025 14:42,06-02-2025 20:42,West,Billing Ops,A135,Morning,Medium,Payment Failure,Email,24,1.82,7.82,No,0,No,No,Resolved,No,No Major Delay,None,5
T0955,C1943,24-04-2025 12:11,24-04-2025 13:22,25-04-2025 22:50,North,Account Ops,A101,Morning,Low,Payment Failure,Chat,48,1.19,34.66,No,0,No,No,Closed,No,No Major Delay,None,5
T0956,C1801,07-02-2025 17:12,07-02-2025 19:58,08-02-2025 02:45,West,Escalations,A101,Afternoon,High,Subscription Change,Portal,8,2.77,9.56,Yes,1.56,Yes,No,Resolved,No,Approval Dependency,Approval,4
T0957,C1230,11-02-2025 12:03,11-02-2025 13:13,12-02-2025 03:45,Central,Billing Ops,A126,Morning,Medium,Subscription Change,Email,24,1.18,15.71,No,0,No,No,Resolved,No,No Major Delay,None,5
T0958,C1170,29-01-2025 13:41,29-01-2025 16:36,30-01-2025 09:10,West,Account Ops,A108,Morning,High,Order Delay,Email,8,2.93,19.49,Yes,11.49,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0959,C1010,06-03-2025 16:27,06-03-2025 16:39,07-03-2025 07:31,South,Billing Ops,A129,Afternoon,Medium,Refund Request,Phone,24,0.21,15.08,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0960,C1356,26-04-2025 13:49,26-04-2025 14:51,28-04-2025 01:22,Central,Billing Ops,A112,Morning,Medium,Subscription Change,Portal,24,1.04,35.56,Yes,11.56,No,No,Closed,No,Incomplete Customer Information,Customer Response,4
T0961,C1594,26-04-2025 13:22,26-04-2025 13:49,29-04-2025 06:32,South,Billing Ops,A110,Morning,Low,Refund Request,Email,48,0.46,65.17,Yes,17.17,Yes,No,Closed,No,Incomplete Customer Information,Customer Response,4
T0962,C1807,21-01-2025 12:54,21-01-2025 15:40,23-01-2025 11:07,Central,Technical Ops,A116,Morning,Medium,Technical Bug,Email,24,2.77,46.22,Yes,22.22,No,No,Closed,No,Agent Capacity Constraint,Resolution,4
T0963,C1163,22-04-2025 17:38,22-04-2025 20:29,23-04-2025 01:13,South,Account Ops,A126,Afternoon,High,Refund Request,Chat,8,2.86,7.59,No,0,No,No,Resolved,No,No Major Delay,None,5
T0964,C1683,12-04-2025 09:37,12-04-2025 10:28,12-04-2025 14:42,South,L1 Support,A129,Morning,Critical,Login/Access,Phone,4,0.85,5.09,Yes,1.09,Yes,No,Resolved,No,Incorrect Routing,Routing,3
T0965,C1362,14-04-2025 11:01,14-04-2025 13:20,16-04-2025 05:55,West,L1 Support,A128,Morning,Low,Data Correction,Email,48,2.33,42.9,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0966,C1157,23-03-2025 09:19,23-03-2025 13:24,24-03-2025 14:29,East,Escalations,A109,Morning,Medium,Order Delay,Email,24,4.09,29.17,Yes,5.17,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,1
T0967,C1571,17-03-2025 10:47,17-03-2025 11:03,20-03-2025 04:35,South,L1 Support,A135,Morning,Low,Technical Bug,Chat,48,0.28,65.81,Yes,17.81,Yes,No,Resolved,No,Incorrect Routing,Routing,4
T0968,C1793,05-02-2025 08:56,05-02-2025 10:54,06-02-2025 02:25,Central,L1 Support,A119,Morning,Medium,Login/Access,Portal,24,1.98,17.49,No,0,No,No,Resolved,No,No Major Delay,None,5
T0969,C1172,03-03-2025 10:42,03-03-2025 11:22,03-03-2025 16:48,West,L1 Support,A133,Morning,High,Account Update,Email,8,0.67,6.1,No,0,No,No,Resolved,No,Incomplete Customer Information,Customer Response,5
T0970,C1583,24-04-2025 12:28,24-04-2025 13:49,25-04-2025 14:07,East,Billing Ops,A126,Morning,Medium,Payment Failure,Email,24,1.35,25.65,Yes,1.65,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0971,C1237,22-02-2025 14:00,22-02-2025 16:31,23-02-2025 14:57,North,Technical Ops,A129,Afternoon,Medium,Technical Bug,Chat,24,2.53,24.95,Yes,0.95,Yes,Yes,Resolved,No,High Complexity,Diagnosis,2
T0972,C1287,08-02-2025 15:05,08-02-2025 16:56,10-02-2025 11:18,North,Technical Ops,A112,Afternoon,Medium,Login/Access,Phone,24,1.86,44.23,Yes,20.23,No,No,Resolved,No,Technical Dependency,Escalation,4
T0973,C1888,01-04-2025 16:45,01-04-2025 18:37,02-04-2025 17:32,West,Escalations,A126,Afternoon,Medium,Subscription Change,Chat,24,1.87,24.79,Yes,0.79,Yes,No,Resolved,No,Approval Dependency,Approval,3
T0974,C1488,08-02-2025 10:12,08-02-2025 11:48,11-02-2025 15:32,North,L1 Support,A106,Morning,Low,Order Delay,Email,48,1.61,77.34,Yes,29.34,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0975,C1506,06-01-2025 12:56,06-01-2025 13:25,07-01-2025 03:21,North,Account Ops,A112,Morning,Low,Subscription Change,Phone,48,0.49,14.42,No,0,No,No,Closed,No,No Major Delay,None,5
T0976,C1779,04-02-2025 12:04,04-02-2025 12:44,05-02-2025 00:47,South,Technical Ops,A115,Morning,Medium,Technical Bug,Email,24,0.67,12.72,No,0,No,No,Resolved,No,No Major Delay,None,5
T0977,C1347,14-03-2025 08:17,14-03-2025 09:08,15-03-2025 05:54,East,Billing Ops,A109,Morning,Low,Payment Failure,Chat,48,0.86,21.63,No,0,No,No,Resolved,No,No Major Delay,None,5
T0978,C1466,10-04-2025 17:38,10-04-2025 20:03,11-04-2025 14:40,East,L1 Support,A118,Afternoon,High,Order Delay,Phone,8,2.43,21.04,Yes,13.04,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0979,C1304,27-02-2025 13:56,27-02-2025 16:38,01-03-2025 15:53,East,Account Ops,A106,Morning,Medium,Subscription Change,Email,24,2.71,49.96,Yes,25.96,No,No,Resolved,No,Approval Dependency,Approval,4
T0980,C1770,02-03-2025 10:36,02-03-2025 10:53,04-03-2025 17:01,East,Technical Ops,A104,Morning,Low,Login/Access,Chat,48,0.29,54.43,Yes,6.43,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0981,C1657,04-01-2025 14:30,04-01-2025 17:45,08-01-2025 14:18,North,Escalations,A133,Afternoon,Low,Login/Access,Email,48,3.26,95.8,Yes,47.8,Yes,No,Closed,No,Delayed Assignment,Assignment,3
T0982,C1024,12-02-2025 17:51,12-02-2025 19:07,,North,Technical Ops,A114,Afternoon,High,Login/Access,Chat,8,1.28,,,,Yes,No,Pending,Yes,Incomplete Customer Information,Customer Response,
